crypto,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
DOT-USD,2024-01-02,2024-12-30,364 days,100.0,101.65213920671485,1.6521392067148442,-20.39807167858959,10.092742474565005,0.0,2.3364321877370595,263 days,77,77,0,0.0,48.05194805194805,38.84624144066356,-5.660942659373529,5.685185193924544,-2.6199152458478694,3 days 09:43:47.027027027,1 days 07:12:00,1.322572145927143,0.021456353333959025,0.636910812358552,0.7090791898881361,1.184279119554127,1.075372440334084
DOT-USD,2025-01-02,2025-02-23,53 days,100.0,100.07832723163098,0.07832723163098554,-30.823579978155426,0.9520032968461273,0.0,0.07231526289845777,25 days,11,11,0,0.0,45.45454545454545,11.808438772191296,-8.40079194097443,4.5680387744707,-3.3371993315251336,3 days 19:12:00,2 days 00:00:00,3.356958227103015,0.007120657420998686,1.4481466865793093,7.476548990915264,1.3728705214599826,2.1934276566015103
DOGE-USD,2019-01-02,2019-12-30,363 days,100.0,99.9998310931105,-0.00016890688950254792,-14.665554780205714,0.0038544318572943724,0.0,0.0009944407367602397,188 days,88,88,0,0.0,32.95454545454545,72.59615793618917,-8.635185484018534,5.764496332094632,-2.1283739977665728,3 days 04:08:16.551724137,1 days 04:57:55.862068965,0.9076366757584147,-2.2776884980910745e-06,-0.22281271253542143,-0.1707869547387768,0.9347331672380575,-0.32443591145266254
DOGE-USD,2020-01-02,2020-12-30,364 days,100.0,100.00106651341063,0.0010665134106360892,130.76157642923977,0.004393517633983761,0.0,0.00046086483477994586,288 days,86,85,1,0.0,42.35294117647059,90.42877444053839,-7.573089468312889,6.709477495003951,-2.096810500944199,2 days 14:40:00,1 days 06:00:00,2.005764226314282,1.2287314385135939e-05,1.014415389373769,2.3205142324921173,1.4535620534582148,1.8665232189092689
DOGE-USD,2021-01-02,2021-12-30,363 days,100.0,100.1927090738501,0.1927090738500933,1513.8766806030214,0.3531790261718746,0.0,0.0771863807338188,239 days,58,58,0,0.0,46.55172413793103,276.5837975890795,-22.18257654194947,26.678162254099586,-4.643332391201819,1 days 20:26:40,1 days 01:32:54.193548387,3.2243442269435936,0.003322570238794712,0.9919006296521368,2.510441065154363,1.7252289384418882,2.184341906444976
DOGE-USD,2022-01-02,2022-12-30,363 days,100.0,100.03060830384035,0.030608303840357134,-60.77819891631799,0.1626595660404274,0.0,0.061512324379379556,209 days,90,90,0,0.0,28.888888888888886,103.28552103649827,-22.028627835392555,9.206860797791041,-2.9892796045773316,3 days 14:46:09.230769230,1 days 07:30:00,1.327447613611415,0.00034009226489285695,0.49153833134687835,0.5003382800479862,1.169777371758701,0.7892002639203328
DOGE-USD,2023-01-02,2023-12-30,363 days,100.0,99.98679799519627,-0.013202004803728894,26.162282800894275,0.0965916042295964,0.0,0.0241043149247473,344 days,90,90,0,0.0,42.22222222222222,17.024223877186945,-8.983904395432614,3.2558029146442227,-2.2540032878230143,2 days 22:06:18.947368421,1 days 05:04:36.923076923,0.7537828820743363,-0.00014668894226365433,-0.6075446940563994,-0.5507204139789856,0.8625389610925603,-0.83149486018896
DOGE-USD,2024-01-02,2024-12-30,364 days,100.0,100.2058852781312,0.2058852781312072,243.75025834898122,0.3371680278518457,0.0,0.05247488224323555,238 days,86,86,0,0.0,40.69767441860465,78.91575497817927,-8.25859308720678,10.373775809132741,-2.704139630046199,2 days 22:37:42.857142857,1 days 02:21:10.588235294,2.508332612552365,0.002394014861990781,1.9273691555992534,3.9342914488865848,1.8322863329976808,4.109044722932202
DOGE-USD,2025-01-02,2025-02-23,53 days,100.0,99.99734892527773,-0.002651074722272953,-28.229231888494322,0.13878276881243592,0.0,0.014235574094896418,50 days,13,13,0,0.0,46.15384615384615,12.980420645693233,-10.186694599965877,5.27184044230105,-5.178694667556618,3 days 00:00:00,1 days 06:51:25.714285714,0.8352526436966714,-0.00020392882479022692,-0.53292809549809,-1.2824194285327133,0.8759014952171674,-0.7905014917743376
AVAX-USD,2020-07-14,2020-12-30,101 days,100.0,99.79058485478613,-0.2094151452138627,-41.39656593371133,1.7066991104453797,0.0,0.2307585353579453,99 days,29,28,1,0.0,25.0,7.467219511714192,-17.41182165085211,3.5342260029732437,-3.832601676712731,2 days 06:51:25.714285714,1 days 12:34:17.142857142,0.40085673850501674,-0.007479112329066526,-1.605339250431708,-3.2706411129391304,0.6903308048580021,-2.2221656075022618
AVAX-USD,2021-01-02,2021-12-30,363 days,100.0,134.3197956554666,34.319795655466606,2816.4527809531487,75.67009423691219,0.0,21.29590267021917,212 days,83,83,0,0.0,49.39759036144578,250.5006367686475,-36.49504367064662,18.067136513376177,-6.120962563099332,2 days 17:33:39.512195121,1 days 05:08:34.285714285,1.775231607913887,0.41349151392128436,1.2344160866673002,1.6218297547726959,1.4221371012763167,2.067402234183266
AVAX-USD,2022-01-02,2022-12-30,363 days,100.0,88.9724634313947,-11.0275365686053,-90.39614718933073,81.61051985734039,0.0,18.231058931229356,274 days,83,83,0,0.0,36.144578313253014,22.98162825695523,-30.514657255998547,5.616485349806865,-4.045912353423344,3 days 16:00:00,1 days 08:36:13.584905660,0.7490501114161419,-0.13286188636873852,-0.3654742475522483,-0.6080170929566514,0.914332494031313,-0.4958141050743679
